"Journal Data Filtered By:  Selected Categories: ENGINEERING, ELECTRICAL & ELECTRONIC Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"IEEE TRANSACTIONS ON COMMUNICATIONS","IEEE T COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0090-6778","1558-0857","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","35,623","8.3","Q1","1.89","5.33"%,
"IEEE Transactions on Transportation Electrification","IEEE T TRANSP ELECTR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2332-7782","2332-7782","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,597","8.3","Q1","1.73","3.02"%,
"IEEE COMMUNICATIONS MAGAZINE","IEEE COMMUN MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0163-6804","1558-1896","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","22,160","8.2","Q1","1.86","0"%,
"IEEE Open Journal of the Computer Society","IEEE OPEN J COMP SOC","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2644-1268","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","810","8.2","Q1","1.53","96.46"%,
"IEEE Transactions on Information Forensics and Security","IEEE T INF FOREN SEC","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6013","1556-6021","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","22,743","8","Q1","1.85","6.01"%,
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","PERGAMON-ELSEVIER SCIENCE LTD","0952-1976","1873-6769","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","35,142","8","Q1","1.73","11.24"%,
"PATTERN RECOGNITION","PATTERN RECOGN","ELSEVIER SCI LTD","0031-3203","1873-5142","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","44,785","7.6","Q1","1.54","8.93"%,
"Science China-Information Sciences","SCI CHINA INFORM SCI","SCIENCE PRESS","1674-733X","1869-1919","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","8,933","7.6","Q1","1.44","2.55"%,
"Internet of Things","INTERNET THINGS-NETH","ELSEVIER","2543-1536","2542-6605","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,511","7.6","Q1","1.42","31.3"%,
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","PERGAMON-ELSEVIER SCIENCE LTD","0957-4174","1873-6793","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","102,444","7.5","Q1","1.5","10.99"%,
"IEEE-ASME TRANSACTIONS ON MECHATRONICS","IEEE-ASME T MECH","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1083-4435","1941-014X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","24,053","7.3","Q1","1.49","5.06"%,
"IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS","IEEE T IND ELECTRON","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","98,244","7.2","Q1","1.89","2.17"%,
"IEEE TRANSACTIONS ON POWER SYSTEMS","IEEE T POWER SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8950","1558-0679","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","50,025","7.2","Q1","1.7","5.33"%,
"IEEE Vehicular Technology Magazine","IEEE VEH TECHNOL MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-6072","1556-6080","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,486","7.2","Q1","1.47","5.3"%,
"IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY","IEEE T VEH TECHNOL","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9545","1939-9359","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","65,497","7.1","Q1","1.5","3.18"%,
"Chip","CHIP-PRC","ELSEVIER","2709-4723","2772-2724","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","447","7.1","Q1","1","94.32"%,
"IEEE TRANSACTIONS ON AUTOMATIC CONTROL","IEEE T AUTOMAT CONTR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9286","1558-2523","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","66,919","7","Q1","1.66","5.31"%,
"IEEE TRANSACTIONS ON POWER ELECTRONICS","IEEE T POWER ELECTR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8993","1941-0107","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","83,039","6.5","Q1","1.59","3.44"%,
"IEEE NETWORK","IEEE NETWORK","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0890-8044","1558-156X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,388","6.3","Q1","1.63","0.68"%,
"Superconductivity","SUPERCONDUCT-PRC","ELSEVIER","N/A","2772-8307","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","429","6.2","Q1","0.98","97.96"%,
"Journal of Modern Power Systems and Clean Energy","J MOD POWER SYST CLE","STATE GRID ELECTRIC POWER RESEARCH INST","2196-5625","2196-5420","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","5,984","6.1","Q1","1.38","100"%,
"IEEE Open Journal of the Communications Society","IEEE OPEN J COMM SOC","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2644-125X","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","5,144","6.1","Q1","1.37","98.52"%,
"IEEE INTELLIGENT SYSTEMS","IEEE INTELL SYST","IEEE COMPUTER SOC","1541-1672","1941-1294","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","4,465","6.1","Q1","1.15","9.87"%,
"Neuromorphic Computing and Engineering","NEUROMORPH COMPUT EN","IOP Publishing Ltd","N/A","2634-4386","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","920","6.1","Q1","1.04","96.74"%,
"IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS","IEEE T PARALL DISTR","IEEE COMPUTER SOC","1045-9219","1558-2183","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,313","6","Q1","1.6","7.1"%,
"Machine Learning and Knowledge Extraction","MACH LEARN KNOW EXTR","MDPI","N/A","2504-4990","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","1,846","6","Q1","0.9","100"%,
"Visual Computing for Industry Biomedicine and Art","VIS COMPUT IND BIOME","SPRINGER SINGAPORE PTE LTD","N/A","2524-4442","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","702","6","Q1","0.82","100"%,
"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT","IEEE T INSTRUM MEAS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9456","1557-9662","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","57,678","5.9","Q1","1.37","4.42"%,
"AUTOMATICA","AUTOMATICA","PERGAMON-ELSEVIER SCIENCE LTD","0005-1098","1873-2836","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","52,345","5.9","Q1","1.19","14.05"%,
"CSEE Journal of Power and Energy Systems","CSEE J POWER ENERGY","CHINA ELECTRIC POWER RESEARCH INST","2096-0042","2096-0042","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","5,405","5.9","Q1","1.12","98.66"%,
"IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION","IEEE T ANTENN PROPAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-926X","1558-2221","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","68,041","5.8","Q1","1.29","5.82"%,
"IEEE TRANSACTIONS ON SIGNAL PROCESSING","IEEE T SIGNAL PROCES","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1053-587X","1941-0476","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","46,025","5.8","Q1","1.25","7.85"%,
"IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS","IEEE T AERO ELEC SYS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9251","1557-9603","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","23,806","5.7","Q1","1.53","4.9"%,
"IEEE TRANSACTIONS ON RELIABILITY","IEEE T RELIAB","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9529","1558-1721","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","8,461","5.7","Q1","1.44","3.84"%,
"IEEE ANTENNAS AND PROPAGATION MAGAZINE","IEEE ANTENN PROPAG M","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1045-9243","1558-4143","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","4,089","5.7","Q1","0.9","9.62"%,
"Foundations and Trends in Signal Processing","FOUND TRENDS SIGNAL","NOW PUBLISHERS INC","1932-8346","1932-8354","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","830","5.7","Q1","0.76","88.89"%,
"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING","IEEE T SOFTWARE ENG","IEEE COMPUTER SOC","0098-5589","1939-3520","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,074","5.6","Q1","1.76","13.74"%,
"IEEE JOURNAL OF SOLID-STATE CIRCUITS","IEEE J SOLID-ST CIRC","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9200","1558-173X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","27,097","5.6","Q1","1.19","9.15"%,
"Sustainable Energy Grids & Networks","SUSTAIN ENERGY GRIDS","ELSEVIER","2352-4677","2352-4677","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","5,073","5.6","Q1","1.06","23.45"%,
"Smart Cities","SMART CITIES-BASEL","MDPI","N/A","2624-6511","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","2,952","5.5","Q1","1.56","100"%,
"IEEE Wireless Communications Letters","IEEE WIREL COMMUN LE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-2337","2162-2345","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","18,235","5.5","Q1","1.29","4.33"%,
"IEEE TRANSACTIONS ON ENERGY CONVERSION","IEEE T ENERGY CONVER","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8969","1558-0059","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,333","5.4","Q1","1.02","2.91"%,
"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","IEEE J-STARS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1939-1404","2151-1535","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","30,385","5.3","Q1","1.16","98.3"%,
"IEEE JOURNAL OF OCEANIC ENGINEERING","IEEE J OCEANIC ENG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0364-9059","1558-1691","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","7,445","5.3","Q1","1.12","15.69"%,
"IEEE Open Journal of Intelligent Transportation Systems","IEEE OPEN J INTEL TR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2687-7813","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","970","5.3","Q1","1","98.96"%,
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS","IEEE T CIRCUITS-I","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1549-8328","1558-0806","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","22,364","5.2","Q1","1.21","5.04"%,
"Frontiers of Optoelectronics","FRONT OPTOELECTRON","HIGHER EDUCATION PRESS","2095-2759","2095-2767","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","1,302","5.2","Q1","0.8","100"%,
"IEEE-ACM Transactions on Audio Speech and Language Processing","IEEE-ACM T AUDIO SPE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2329-9290","2329-9304","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,151","5.1","Q1","1.54","15.57"%,
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1077-260X","1558-4542","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,950","5.1","Q1","1.17","22.88"%,
"iEnergy","IENERGY","TSINGHUA UNIV PRESS","N/A","2771-9197","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","310","5.1","Q1","0.54","100"%,
"INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS","INT J ELEC POWER","ELSEVIER SCI LTD","0142-0615","1879-3517","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","30,676","5","Q1","1.17","49.63"%,
"Automotive Innovation","AUTOMOTIVE INNOV","SPRINGERNATURE","2096-4250","2522-8765","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","1,028","5","Q1","1.09","29.37"%,
"IEEE Intelligent Transportation Systems Magazine","IEEE INTEL TRANSP SY","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1939-1390","1941-1197","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,880","5","Q1","1","0"%,
"IEEE Journal of Microwaves","IEEE J MICROW","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2692-8388","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","1,686","4.9","Q1","1.59","99.57"%,
"IEEE Journal of Emerging and Selected Topics in Power Electronics","IEEE J EM SEL TOP P","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-6777","2168-6785","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","17,439","4.9","Q1","1.26","2.65"%,
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS","IEEE T CIRCUITS-II","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1549-7747","1558-3791","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","24,500","4.9","Q1","1.14","2.74"%,
"SENSORS AND ACTUATORS A-PHYSICAL","SENSOR ACTUAT A-PHYS","ELSEVIER SCIENCE SA","0924-4247","1873-3069","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","32,778","4.9","Q1","1.06","8.42"%,
"COMPUTERS & ELECTRICAL ENGINEERING","COMPUT ELECTR ENG","PERGAMON-ELSEVIER SCIENCE LTD","0045-7906","1879-0755","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","13,365","4.9","Q1","1.03","4.91"%,
"IEEE Transactions on Signal and Information Processing over Networks","IEEE T SIGNAL INF PR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2373-776X","2373-776X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,912","4.9","Q1","0.94","4.17"%,
"High Voltage","HIGH VOLT","WILEY","2397-7264","2397-7264","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,943","4.9","Q1","0.91","94.19"%,
"IEEE Transactions on Biomedical Circuits and Systems","IEEE T BIOMED CIRC S","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1932-4545","1940-9990","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,159","4.9","Q1","0.89","10.69"%,
"JOURNAL OF LIGHTWAVE TECHNOLOGY","J LIGHTWAVE TECHNOL","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8724","1558-2213","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","37,775","4.8","Q1","1.2","11.68"%,
"IEEE Transactions on Computational Imaging","IEEE T COMPUT IMAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2573-0436","2333-9403","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,822","4.8","Q1","1.07","10.53"%,
"IEEE Antennas and Wireless Propagation Letters","IEEE ANTENN WIREL PR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1225","1548-5757","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","27,507","4.8","Q1","1.04","3.4"%,
"IEEE Open Journal of Vehicular Technology","IEEE OPEN J VEH TECH","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2644-1330","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","987","4.8","Q1","1.01","98.01"%,
"IEEE TRANSACTIONS ON BROADCASTING","IEEE T BROADCAST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9316","1557-9611","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,017","4.8","Q1","0.96","8.91"%,
"ACS Applied Electronic Materials","ACS APPL ELECTRON MA","AMER CHEMICAL SOC","N/A","2637-6113","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","14,000","4.7","Q2","0.9","10.37"%,
"Nano Communication Networks","NANO COMMUN NETW","ELSEVIER","1878-7789","1878-7797","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","741","4.7","Q2","0.79","5.06"%,
"Computer Networks","COMPUT NETW","ELSEVIER","1389-1286","1872-7069","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,734","4.6","Q2","1.08","19.38"%,
"CONTROL ENGINEERING PRACTICE","CONTROL ENG PRACT","PERGAMON-ELSEVIER SCIENCE LTD","0967-0661","1873-6939","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","11,098","4.6","Q2","1.06","19.04"%,
"MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING","MAT SCI SEMICON PROC","ELSEVIER SCI LTD","1369-8001","1873-4081","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","21,632","4.6","Q2","0.87","5.61"%,
"IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS","IEEE T IND APPL","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0093-9994","1939-9367","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","34,625","4.5","Q2","1.21","3.15"%,
"IEEE ELECTRON DEVICE LETTERS","IEEE ELECTR DEVICE L","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0741-3106","1558-0563","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","23,123","4.5","Q2","1.07","3.84"%,
"IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES","IEEE T MICROW THEORY","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9480","1557-9670","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","35,202","4.5","Q2","1.03","9.1"%,
"IEEE SENSORS JOURNAL","IEEE SENS J","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1530-437X","1558-1748","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","73,147","4.5","Q2","1","5.01"%,
"Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies-IMWUT","PROC ACM INTERACT MO","ASSOC COMPUTING MACHINERY","N/A","2474-9567","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","7,206","4.5","Q2","0.89","19.94"%,
"IEEE Systems Journal","IEEE SYST J","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1932-8184","1937-9234","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,115","4.4","Q2","1.02","4.07"%,
"IEEE Geoscience and Remote Sensing Letters","IEEE GEOSCI REMOTE S","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1545-598X","1558-0571","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","31,356","4.4","Q2","1","4.11"%,
"IEEE Open Journal of the Industrial Electronics Society","IEEE OPEN J IND ELEC","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2644-1284","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","991","4.3","Q2","1.08","97.88"%,
